Split_Type,Item_Name,Item_Structure,Slither,Mythril,Oyente,Final_Label
Safe_Single,verified_rust_file_1351.rs,Single File,Safe,Safe,Safe,Safe
Vuln_Single,verified_rust_file_1352.rs,Single File,Safe,Vulnerable,Safe,Vulnerable
Safe_Single,verified_rust_file_1353.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1354.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1355.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1356.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1357.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1358.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1359.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1360.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1361.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1362.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1363.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1364.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1365.rs,Single File,Safe,Safe,Safe,Safe
Vuln_Single,verified_rust_file_1366.rs,Single File,Safe,Vulnerable,Safe,Vulnerable
Safe_Single,verified_rust_file_1367.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1368.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1369.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1370.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1371.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1372.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1373.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1374.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1375.rs,Single File,Safe,Safe,Safe,Safe
Vuln_Single,verified_rust_file_1376.rs,Single File,Safe,Vulnerable,Safe,Vulnerable
Safe_Single,verified_rust_file_1377.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1378.rs,Single File,Safe,Safe,Safe,Safe
Vuln_Single,verified_rust_file_1379.rs,Single File,Safe,Vulnerable,Safe,Vulnerable
Safe_Single,verified_rust_file_1380.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1381.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1382.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1383.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1384.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1385.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1386.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1387.rs,Single File,Safe,Safe,Safe,Safe
Vuln_Single,verified_rust_file_1388.rs,Single File,Safe,Vulnerable,Safe,Vulnerable
Safe_Single,verified_rust_file_1389.rs,Single File,Safe,Safe,Safe,Safe
Vuln_Single,verified_rust_file_1390.rs,Single File,Safe,Vulnerable,Safe,Vulnerable
Safe_Single,verified_rust_file_1391.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1392.rs,Single File,Safe,Safe,Safe,Safe
Safe_Single,verified_rust_file_1393.rs,Single File,Safe,Safe,Safe,Safe
Safe_Folder,verified_workspace_0,Folder,Safe,Safe,Safe,Safe
Safe_Folder,verified_workspace_1,Folder,Safe,Safe,Safe,Safe
Safe_Folder,verified_workspace_2,Folder,Safe,Safe,Safe,Safe
Safe_Folder,verified_workspace_3,Folder,Safe,Safe,Safe,Safe
Safe_Folder,verified_workspace_4,Folder,Safe,Safe,Safe,Safe
Safe_Folder,verified_workspace_5,Folder,Safe,Safe,Safe,Safe
Vuln_Folder,verified_workspace_6,Folder,Safe,Vulnerable,Safe,Vulnerable
Vuln_Folder,verified_workspace_7,Folder,Safe,Vulnerable,Safe,Vulnerable
Vuln_Folder,verified_workspace_8,Folder,Safe,Vulnerable,Safe,Vulnerable
Vuln_Folder,verified_workspace_9,Folder,Safe,Vulnerable,Safe,Vulnerable
Vuln_Folder,verified_workspace_10,Folder,Safe,Vulnerable,Safe,Vulnerable
Vuln_Folder,verified_workspace_11,Folder,Safe,Vulnerable,Safe,Vulnerable
